-54.416428,21.209143,45.991970,1.000000,0.398499,0.000000,0.601500,0.000000,0.601500,0.000000,0.999999,-0.478978,-0.760539,0.438361,-0.241637,0.609237,0.755276
-52.991970,21.953279,45.991970,1.000000,0.260841,0.000000,0.739158,0.000000,0.739158,0.000000,0.999999,-0.441036,-0.771534,0.458500,-0.101487,0.609970,0.785899
-54.300022,23.067287,45.991970,1.000000,0.596918,0.000000,0.403081,0.000000,0.403081,0.000000,0.999999,-0.683355,-0.720536,0.117699,-0.565163,0.668026,0.484078
20.715115,-18.023859,45.989517,1.000000,0.509851,0.490049,0.000099,0.490088,0.005356,0.991124,0.008875,0.818523,0.514629,0.255299,0.347597,-0.814502,0.464503
19.272987,-18.629391,45.989548,1.000000,0.467048,0.532808,0.000144,0.532864,0.006911,0.990166,0.009834,0.694793,0.524983,0.491585,0.199181,-0.821739,0.533922
20.498903,-19.632547,45.989506,1.000000,0.590218,0.409649,0.000132,0.409700,0.005434,0.988492,0.011507,0.812917,0.562881,0.149437,0.427523,-0.748817,0.506456
-48.910049,24.423443,45.991840,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,-0.225534,-0.709066,0.668101,0.261811,0.616564,0.742498
-50.782829,24.973001,45.991905,1.000000,0.295199,0.000000,0.704800,0.000000,0.704800,0.000000,0.999999,-0.385613,-0.796787,0.465223,-0.050865,0.556613,0.829213
-50.068024,23.124155,45.991856,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,-0.335603,-0.733868,0.590600,-0.064004,0.649817,0.757391
25.712870,20.111586,45.989834,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.984592,0.015407,-0.475124,0.379264,-0.793987,0.852465,0.377203,-0.361969
25.399324,18.536081,45.989826,1.000000,0.918516,0.081463,0.000020,0.081472,0.001019,0.986106,0.013893,-0.535596,0.358442,-0.764628,0.805603,0.438242,-0.398682
27.135586,18.802736,45.989777,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.987390,0.012610,-0.462914,0.353483,-0.812872,0.789021,0.516473,-0.332718
-11.100111,-0.517258,45.990559,1.000000,0.001366,0.911643,0.086990,0.982021,0.883321,0.912306,0.087693,-0.120928,-0.842949,0.524226,-0.564142,0.495874,0.660191
-9.839187,0.003593,45.990536,1.000000,0.000000,1.000000,0.000000,1.000000,0.878363,1.000000,0.000000,-0.176043,-0.671260,0.720013,-0.270762,0.736634,0.619724
-11.330107,1.246190,45.990597,1.000000,0.002822,0.861091,0.136087,0.969969,0.877848,0.862452,0.137547,-0.117281,-0.876136,0.467581,-0.505642,0.465816,0.726183
-16.346054,1.599517,45.990723,1.000000,0.005499,0.480037,0.514463,0.902711,0.918315,0.482687,0.517312,0.284110,0.955769,-0.076072,0.955399,-0.295209,0.008045
-15.445407,2.958309,45.990711,1.000000,0.006945,0.517492,0.475562,0.903209,0.907775,0.520828,0.479171,0.292796,0.952144,0.087709,0.952811,-0.294185,-0.074876
-17.632370,3.250661,45.990772,1.000000,0.005940,0.361971,0.632089,0.882568,0.932865,0.364819,0.635180,0.239147,0.952004,0.191041,0.934762,-0.293588,0.200067
-25.035921,-37.799706,45.990467,1.000000,0.479015,0.000000,0.520984,0.000144,0.520984,0.000493,0.999506,0.950617,-0.146863,0.273419,-0.248496,-0.919681,0.304034
-23.057505,-37.516003,45.990425,1.000000,0.497513,0.000000,0.502486,0.000284,0.502486,0.000986,0.999013,0.961812,0.073793,0.263577,-0.084755,-0.973084,0.214299
-24.391516,-36.078918,45.990196,1.000000,0.000000,0.000000,1.000000,0.000250,1.000000,0.000000,1.000000,0.796271,-0.157936,0.583960,-0.445603,-0.797170,0.407379
32.391762,0.958842,45.989471,1.000000,0.851856,0.148143,0.000001,0.148143,0.000327,0.997126,0.002874,-0.002131,0.908286,-0.418345,0.993998,-0.031790,-0.104681
33.977859,0.964740,45.989479,1.000000,0.943789,0.056210,0.000000,0.056210,0.000125,0.997044,0.002955,-0.193312,0.638850,-0.744648,0.929590,-0.148950,-0.337161
33.463825,2.541220,45.989429,1.000000,0.925099,0.074900,0.000000,0.074900,0.000174,0.996938,0.003061,-0.164109,0.671341,-0.722752,0.883178,-0.239680,-0.403175
-5.833727,-33.887310,45.988602,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.547670,0.452330,0.663136,0.405738,-0.628989,-0.120531,-0.786747,-0.605394
-7.283835,-32.214188,45.990086,1.000000,0.953232,0.018564,0.028203,0.025437,0.033835,0.477748,0.522251,0.709144,0.486983,-0.509865,0.115570,-0.816280,-0.565978
-8.148393,-34.249420,45.990078,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.406039,0.593960,0.676359,0.369062,-0.637441,-0.022710,-0.849183,-0.527611
-41.086266,-29.695770,45.990681,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.312960,-0.687742,0.655032,-0.799757,0.181706,0.572164
-42.599068,-30.689531,45.991005,1.000000,0.468123,0.000000,0.531876,0.000000,0.531876,0.000001,0.999998,0.414185,-0.834901,0.362478,-0.855732,-0.160745,0.491817
-41.334103,-31.649221,45.991001,1.000000,0.411267,0.000000,0.588732,0.000000,0.588732,0.000002,0.999997,0.592580,-0.729543,0.341492,-0.770858,-0.325748,0.547418
-42.892689,-32.503597,45.991035,1.000000,0.758449,0.000000,0.241550,0.000000,0.241550,0.000002,0.999997,0.607212,-0.764687,-0.215747,-0.836634,-0.547762,0.000321
-54.676910,-16.720390,45.991505,1.000000,0.719000,0.000000,0.280999,0.000000,0.280999,0.000000,0.999999,0.554078,-0.778190,-0.295666,-0.900066,-0.418503,0.121392
-55.652466,-18.338652,45.991333,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999999,0.731815,-0.319323,-0.602063,-0.696499,-0.312023,-0.646167
-53.945396,-18.438686,45.991474,1.000000,0.790994,0.000000,0.209006,0.000000,0.209006,0.000000,0.999999,0.597453,-0.671476,-0.438372,-0.871472,-0.430158,-0.235586
-16.804331,30.102959,45.991318,1.000000,0.351499,0.000289,0.648211,0.017083,0.648348,0.009607,0.990392,-0.784356,0.350561,0.511754,0.637267,0.195135,0.745529
-16.293787,28.199402,45.988781,1.000000,0.000000,0.000000,1.000000,0.038674,1.000000,0.000000,1.000000,-0.794536,0.414398,0.443833,0.506786,0.013695,0.861963
-14.614590,29.439119,45.990959,1.000000,0.477783,0.001896,0.520320,0.037428,0.521219,0.029841,0.970159,-0.791323,0.556822,0.252502,0.595337,0.396317,0.698932
6.939907,20.056791,45.990330,1.000000,0.414611,0.573619,0.011768,0.578801,0.085315,0.912338,0.087661,-0.924110,0.123916,0.361477,0.297600,0.856361,0.421995
4.984126,19.476595,45.990368,1.000000,0.358839,0.620862,0.020297,0.629846,0.124819,0.896436,0.103563,-0.949779,0.012537,0.312669,0.256359,0.731588,0.631711
6.892311,18.285774,45.990314,1.000000,0.198792,0.794446,0.006762,0.797434,0.100359,0.956029,0.043970,-0.822949,0.053301,0.565610,0.463252,0.592764,0.658809
30.528593,-0.057470,45.989479,1.000000,0.717588,0.282410,0.000001,0.282411,0.000587,0.997415,0.002584,0.069195,0.989362,-0.127964,0.988976,-0.087292,0.119609
30.710123,1.584566,45.989491,1.000000,0.738549,0.261449,0.000001,0.261449,0.000569,0.997274,0.002725,0.049921,0.985525,-0.162010,0.980030,0.010364,0.198578
33.680984,-0.340561,45.989391,1.000000,0.922830,0.077168,0.000000,0.077168,0.000167,0.997120,0.002879,-0.143431,0.709191,-0.690273,0.958039,-0.113227,-0.263328
-12.369888,29.061613,45.990997,1.000000,0.673329,0.006239,0.320431,0.045817,0.323382,0.080944,0.919055,-0.660583,0.750297,-0.026158,0.734210,0.624256,0.266910
-13.410546,27.906694,45.990932,1.000000,0.361180,0.007889,0.630930,0.080926,0.634688,0.053341,0.946659,-0.674132,0.601662,0.428427,0.731042,0.259543,0.631043
-11.751755,27.402985,45.991024,1.000000,0.511336,0.020767,0.467896,0.105568,0.477757,0.110676,0.889323,-0.715631,0.688555,0.117323,0.656625,0.538668,0.527903
-51.864902,20.782372,33.982372,0.987635,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,-0.613208,-0.640184,0.462754,-0.349957,0.741098,0.572979
-51.935287,21.462063,35.422890,0.989087,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,-0.584059,-0.612579,0.532562,-0.232310,0.751771,0.617148
-52.735477,19.978540,35.162128,0.988952,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,-0.539153,-0.679101,0.498132,-0.259706,0.692858,0.672682
-21.013447,-8.876933,45.990715,1.000000,0.005157,0.164866,0.829977,0.839989,0.960646,0.167464,0.832535,-0.309687,0.859330,0.406996,0.657780,-0.163978,0.735144
-22.449987,-8.652118,45.990757,1.000000,0.002438,0.082140,0.915421,0.839544,0.980891,0.083364,0.916635,-0.193566,0.811314,0.551635,0.579249,-0.357960,0.732349
-21.923023,-10.049625,45.990726,1.000000,0.003241,0.089920,0.906838,0.827202,0.977453,0.091553,0.908446,-0.231552,0.761090,0.605909,0.595973,-0.380636,0.707059
